age_v,income_v,employment_length_v,loan_amount_v,loan_interest_rate_v,loan_percent_income_v,credit_history_length_v,age_a,income_a,employment_length_a,loan_amount_a,loan_interest_rate_a,loan_percent_income_a,credit_history_length_a,y,loan_intent,home_ownership,default_on_file,id
31,128000,2.0,30000,16.29,0.23,10,0.068,-0.189,0.035,0.234,0.44,-0.082,-0.012,0.704,VENTURE,RENT,N,15751
31,275000,9.0,25000,13.85,0.09,6,-0.0,-0.439,0.009,0.224,0.005,0.017,-0.005,0.021,PERSONAL,MORTGAGE,N,15752
31,273655,4.0,19600,7.51,0.07,5,0.002,-0.278,-0.007,0.107,-0.053,0.027,0.003,0.009,DEBTCONSOLIDATION,MORTGAGE,N,15753
27,258000,11.0,35000,18.64,0.14,7,0.024,-0.313,0.037,0.298,0.428,0.006,-0.009,0.679,EDUCATION,RENT,Y,15754
30,270000,7.0,35000,19.69,0.13,8,0.032,-0.3,0.054,0.277,0.518,-0.015,0.029,0.805,HOMEIMPROVEMENT,MORTGAGE,N,15755
30,270000,14.0,21000,11.26,0.08,6,0.001,-0.391,0.022,0.145,-0.011,0.031,-0.004,0.003,DEBTCONSOLIDATION,MORTGAGE,N,15756
30,267000,7.0,25000,10.36,0.09,9,-0.003,-0.421,0.006,0.241,-0.021,0.028,0.008,0.048,HOMEIMPROVEMENT,MORTGAGE,N,15757
31,73000,15.0,29700,11.11,0.41,7,-0.03,0.087,-0.047,0.195,-0.004,0.172,0.027,0.61,HOMEIMPROVEMENT,RENT,N,15758
29,148616,2.0,29550,8.9,0.2,9,-0.022,-0.173,0.001,0.144,-0.076,-0.062,0.01,0.03,EDUCATION,RENT,N,15759
27,81300,3.0,29000,12.69,0.36,6,0.052,-0.104,0.01,0.235,0.084,0.243,0.026,0.755,VENTURE,RENT,N,15760
29,89000,1.0,28800,7.49,0.32,6,-0.048,-0.223,0.027,0.111,-0.102,0.099,0.011,0.084,EDUCATION,RENT,N,15761
29,260000,0.0,20000,10.37,0.08,9,0.003,-0.334,-0.004,0.14,-0.023,0.021,-0.003,0.009,HOMEIMPROVEMENT,MORTGAGE,N,15762
31,260000,14.0,18000,8.94,0.07,9,0.006,-0.288,0.052,0.089,-0.01,0.034,0.015,0.108,VENTURE,MORTGAGE,N,15763
31,260000,6.0,25000,13.57,0.1,10,-0.002,-0.378,-0.002,0.212,0.01,-0.008,-0.014,0.027,DEBTCONSOLIDATION,MORTGAGE,Y,15764
31,258000,3.0,28000,5.99,0.11,5,-0.008,-0.215,-0.011,0.139,-0.098,-0.008,-0.001,0.008,PERSONAL,MORTGAGE,N,15765
28,250000,3.0,35000,11.71,0.14,7,0.008,-0.42,-0.017,0.255,-0.001,-0.007,-0.004,0.023,PERSONAL,MORTGAGE,N,15766
27,238000,11.0,12000,17.27,0.05,7,0.037,-0.127,0.036,0.083,0.497,0.124,0.012,0.871,HOMEIMPROVEMENT,RENT,N,15767
27,65000,4.0,28000,7.9,0.43,6,0.062,-0.077,0.02,0.348,0.001,0.205,0.023,0.792,EDUCATION,RENT,N,15768
34,12000,0.0,3250,10.99,0.27,5,-0.004,0.661,0.002,-0.018,-0.026,0.174,-0.0,0.998,HOMEIMPROVEMENT,OWN,N,15769
32,202300,9.0,25000,14.59,0.11,7,0.024,-0.373,-0.011,0.279,0.25,0.012,-0.019,0.372,MEDICAL,MORTGAGE,N,15770
29,250000,12.0,8000,7.51,0.03,10,0.005,-0.144,0.008,-0.02,-0.052,0.009,-0.006,0.01,VENTURE,MORTGAGE,N,15771
31,250000,2.0,4000,14.22,0.02,10,0.003,-0.186,-0.002,-0.041,0.036,0.007,-0.011,0.015,MEDICAL,MORTGAGE,Y,15772
35,250000,8.0,15000,9.88,0.06,5,-0.011,-0.288,0.011,0.085,-0.028,0.026,0.004,0.007,VENTURE,OWN,N,15773
28,96000,3.0,28000,7.9,0.29,10,-0.011,-0.161,-0.011,0.115,-0.063,-0.069,-0.006,0.004,HOMEIMPROVEMENT,RENT,N,15774
29,12000,0.0,4500,11.14,0.38,6,0.017,0.488,0.014,-0.025,-0.01,0.309,-0.003,0.999,HOMEIMPROVEMENT,OWN,N,15775
27,111000,11.0,28000,7.9,0.25,8,0.016,-0.244,0.002,0.151,-0.067,-0.073,0.01,0.004,PERSONAL,RENT,N,15776
35,115000,1.0,28000,9.91,0.24,6,-0.023,-0.198,0.013,0.138,-0.077,-0.059,0.003,0.007,VENTURE,RENT,N,15777
35,87550,3.0,28000,18.62,0.27,10,-0.025,-0.17,-0.056,0.285,0.415,-0.068,-0.024,0.565,MEDICAL,RENT,N,15778
27,12000,0.0,8125,14.42,0.68,5,0.003,0.315,0.043,0.003,0.201,0.224,0.001,1.0,EDUCATION,OWN,Y,15779
27,240000,1.0,35000,7.9,0.15,7,0.011,-0.307,0.007,0.225,-0.059,-0.06,0.002,0.028,EDUCATION,MORTGAGE,N,15780
32,240000,5.0,8400,7.51,0.04,5,-0.003,-0.154,0.003,0.029,-0.093,0.032,0.006,0.03,MEDICAL,MORTGAGE,N,15781
31,240000,15.0,5500,5.42,0.02,5,0.006,-0.113,0.028,-0.033,-0.111,0.019,0.001,0.006,MEDICAL,MORTGAGE,N,15782
29,240000,5.0,10000,8.49,0.04,8,0.004,-0.177,-0.001,0.014,-0.065,0.037,0.001,0.022,VENTURE,MORTGAGE,N,15783
30,240000,8.0,28000,16.49,0.12,7,-0.003,-0.41,-0.005,0.209,0.246,-0.028,0.002,0.222,VENTURE,MORTGAGE,Y,15784
29,228000,11.0,35000,14.91,0.15,8,0.011,-0.379,0.002,0.294,0.26,-0.048,0.002,0.352,DEBTCONSOLIDATION,MORTGAGE,N,15785
29,240000,10.0,5000,7.88,0.02,8,0.003,-0.127,-0.0,-0.019,-0.077,0.012,-0.0,0.001,EDUCATION,MORTGAGE,N,15786
30,240000,7.0,18000,7.88,0.07,10,-0.003,-0.248,0.009,0.092,-0.064,0.023,-0.017,0.003,PERSONAL,RENT,N,15787
32,193800,0.0,20000,11.83,0.09,6,-0.002,-0.345,-0.0,0.147,-0.002,0.017,-0.004,0.02,MEDICAL,RENT,N,15788
27,52000,5.0,26000,10.99,0.5,10,0.054,0.054,-0.017,0.284,0.052,0.162,0.029,0.829,MEDICAL,RENT,N,15789
31,122000,2.0,25600,15.96,0.21,7,-0.02,-0.34,0.043,0.125,0.255,-0.059,-0.005,0.21,EDUCATION,RENT,Y,15790
27,231252,1.0,2000,9.91,0.01,6,0.0,-0.127,0.003,-0.037,-0.039,-0.005,-0.002,0.004,DEBTCONSOLIDATION,MORTGAGE,N,15791
34,40000,3.0,25000,10.25,0.63,8,-0.008,0.059,0.005,0.36,0.01,0.246,-0.001,0.88,MEDICAL,RENT,N,15792
27,47000,3.0,25000,15.7,0.53,10,-0.001,0.08,-0.001,0.176,0.257,0.183,-0.012,0.891,VENTURE,RENT,Y,15793
33,48000,11.0,25000,9.99,0.52,10,-0.003,0.036,-0.012,0.291,0.013,0.187,-0.018,0.704,DEBTCONSOLIDATION,RENT,N,15794
30,225000,2.0,25000,12.42,0.11,10,0.005,-0.349,-0.005,0.24,0.022,-0.002,-0.012,0.109,MEDICAL,RENT,N,15795
28,225000,2.0,30000,8.49,0.13,6,0.01,-0.327,-0.011,0.227,-0.067,-0.019,-0.0,0.022,VENTURE,MORTGAGE,N,15796
33,225000,12.0,8000,9.99,0.04,10,-0.007,-0.141,-0.002,-0.021,-0.034,0.015,-0.007,0.013,PERSONAL,MORTGAGE,N,15797
27,48000,2.0,25000,10.59,0.52,7,-0.025,0.047,0.016,0.294,-0.075,0.162,-0.01,0.619,PERSONAL,RENT,N,15798
27,225000,11.0,25000,15.31,0.11,5,0.011,-0.399,-0.005,0.274,0.192,0.021,-0.001,0.302,VENTURE,MORTGAGE,N,15799
28,225000,8.0,16800,13.92,0.07,5,-0.006,-0.271,0.015,0.054,0.01,0.008,0.003,0.023,PERSONAL,MORTGAGE,Y,15800
32,225000,4.0,20000,13.92,0.09,10,-0.006,-0.309,-0.012,0.128,0.015,0.006,-0.012,0.019,PERSONAL,MORTGAGE,N,15801
28,225000,1.0,5000,7.75,0.02,5,0.005,-0.127,0.004,-0.022,-0.078,0.01,-0.001,0.001,VENTURE,MORTGAGE,N,15802
28,49861,2.0,25000,13.11,0.5,7,0.006,0.141,0.014,0.277,0.094,0.176,-0.007,0.91,MEDICAL,RENT,Y,15803
29,220000,1.0,14725,19.41,0.07,6,0.005,-0.373,-0.031,0.052,0.32,0.022,-0.003,0.201,PERSONAL,OWN,N,15804
31,219996,3.0,20000,6.54,0.09,5,0.0,-0.26,-0.016,0.11,-0.055,0.017,0.0,0.006,MEDICAL,MORTGAGE,N,15805
29,218000,12.0,14400,8.9,0.07,7,-0.004,-0.243,0.01,0.051,-0.028,0.026,0.001,0.022,EDUCATION,MORTGAGE,N,15806
28,216000,12.0,15000,16.02,0.07,8,-0.002,-0.392,-0.035,0.062,0.206,0.009,-0.005,0.053,VENTURE,MORTGAGE,Y,15807
28,215662,12.0,21000,11.99,0.1,7,0.004,-0.363,0.011,0.143,0.005,0.003,-0.003,0.01,VENTURE,MORTGAGE,N,15808
32,53196,9.0,25000,11.86,0.47,9,0.008,-0.022,-0.02,0.305,0.032,0.051,-0.0,0.563,VENTURE,RENT,N,15809
30,54000,13.0,25000,10.74,0.46,6,-0.011,0.191,-0.034,0.332,0.032,0.063,-0.033,0.751,MEDICAL,RENT,N,15810
29,48000,9.0,25000,13.61,0.52,8,-0.02,0.038,-0.017,0.292,0.131,0.195,-0.002,0.825,HOMEIMPROVEMENT,RENT,Y,15811
30,210000,8.0,24000,11.49,0.11,6,0.006,-0.4,0.01,0.225,-0.006,0.011,-0.007,0.049,DEBTCONSOLIDATION,MORTGAGE,N,15812
30,210000,2.0,24250,12.87,0.12,6,0.005,-0.374,-0.003,0.2,0.011,-0.013,-0.004,0.031,HOMEIMPROVEMENT,MORTGAGE,Y,15813
28,209000,4.0,15000,14.84,0.07,7,-0.001,-0.354,-0.031,0.05,0.18,0.013,0.003,0.07,PERSONAL,OWN,Y,15814
27,207182,11.0,22000,10.62,0.11,5,0.002,-0.319,0.017,0.135,-0.022,-0.006,-0.006,0.012,VENTURE,MORTGAGE,N,15815
30,54383,5.0,25000,15.65,0.46,7,-0.004,0.136,-0.036,0.28,0.274,0.03,-0.021,0.868,HOMEIMPROVEMENT,RENT,Y,15816
27,49000,11.0,25000,11.36,0.51,5,-0.007,0.211,-0.033,0.251,0.025,0.124,-0.005,0.777,DEBTCONSOLIDATION,RENT,N,15817
28,13500,0.0,6700,9.63,0.5,5,0.02,0.515,-0.003,-0.002,-0.038,0.297,0.0,0.999,PERSONAL,OWN,N,15818
27,204000,3.0,25000,15.31,0.12,6,0.013,-0.423,-0.026,0.245,0.175,-0.011,-0.004,0.179,HOMEIMPROVEMENT,MORTGAGE,Y,15819
34,204000,0.0,16000,11.83,0.08,5,0.002,-0.282,0.002,0.086,-0.014,0.017,0.005,0.026,EDUCATION,MORTGAGE,N,15820
31,204000,0.0,12000,9.63,0.06,9,-0.0,-0.2,0.002,0.038,-0.027,0.004,-0.008,0.019,VENTURE,RENT,N,15821
29,162350,12.0,25000,21.64,0.13,9,0.035,-0.315,0.01,0.32,0.468,-0.009,0.022,0.741,MEDICAL,RENT,Y,15822
28,202040,12.0,12000,14.46,0.06,8,0.01,-0.329,-0.06,0.039,0.21,0.029,-0.004,0.106,PERSONAL,MORTGAGE,Y,15823
32,202000,7.0,28000,10.59,0.14,7,-0.024,-0.307,0.008,0.189,-0.025,-0.019,-0.004,0.027,PERSONAL,MORTGAGE,N,15824
30,56952,3.0,25000,11.36,0.44,9,-0.002,0.038,0.016,0.305,0.059,0.038,-0.007,0.658,MEDICAL,RENT,N,15825
31,60000,4.0,25000,8.9,0.42,10,-0.016,-0.034,0.013,0.285,0.021,0.289,0.009,0.778,HOMEIMPROVEMENT,RENT,N,15826
28,60000,3.0,25000,13.49,0.42,10,0.003,-0.09,0.022,0.243,0.08,0.228,-0.011,0.684,MEDICAL,RENT,N,15827
29,200004,0.0,19000,11.83,0.09,7,0.005,-0.36,0.0,0.138,-0.0,0.021,-0.003,0.01,DEBTCONSOLIDATION,MORTGAGE,N,15828
35,200004,19.0,6000,7.68,0.03,8,-0.007,-0.119,0.006,-0.03,-0.069,0.007,0.005,0.002,DEBTCONSOLIDATION,MORTGAGE,N,15829
29,200000,13.0,10000,12.69,0.05,9,0.003,-0.194,-0.014,0.011,-0.008,0.008,0.001,0.017,VENTURE,MORTGAGE,N,15830
28,200000,2.0,15000,6.03,0.07,6,0.002,-0.162,-0.005,0.044,-0.096,0.005,0.004,0.002,PERSONAL,MORTGAGE,N,15831
32,200000,6.0,35000,19.03,0.17,8,-0.018,-0.365,-0.011,0.264,0.306,-0.062,-0.045,0.278,HOMEIMPROVEMENT,RENT,Y,15832
28,200000,12.0,25000,7.9,0.13,9,0.01,-0.338,0.004,0.209,-0.072,-0.007,0.007,0.022,EDUCATION,MORTGAGE,N,15833
31,200000,8.0,24000,8.9,0.12,9,-0.009,-0.339,0.017,0.201,-0.044,-0.012,0.002,0.025,DEBTCONSOLIDATION,MORTGAGE,N,15834
31,200000,3.0,30000,8.9,0.15,5,0.007,-0.262,-0.028,0.195,-0.058,-0.053,-0.002,0.009,MEDICAL,MORTGAGE,N,15835
28,200000,2.0,15000,8.9,0.07,10,0.002,-0.19,-0.015,0.048,-0.047,0.006,-0.009,0.005,MEDICAL,MORTGAGE,N,15836
28,61000,9.0,25000,9.91,0.41,7,-0.011,-0.018,0.038,0.298,-0.01,0.107,0.024,0.637,PERSONAL,RENT,N,15837
28,200000,7.0,10000,6.99,0.05,7,0.006,-0.143,-0.002,0.013,-0.082,-0.003,0.004,0.002,PERSONAL,MORTGAGE,N,15838
35,200000,0.0,18000,10.99,0.09,10,-0.005,-0.233,0.001,0.079,-0.033,0.004,-0.016,0.006,HOMEIMPROVEMENT,MORTGAGE,N,15839
35,188000,4.0,5000,16.49,0.03,9,0.058,-0.095,-0.019,0.003,0.387,0.106,-0.014,0.636,DEBTCONSOLIDATION,RENT,N,15840
28,63000,4.0,25000,11.36,0.4,8,0.006,-0.063,0.032,0.307,0.0,0.123,0.034,0.649,MEDICAL,RENT,N,15841
32,63235,3.0,25000,10.25,0.4,8,-0.01,-0.041,0.012,0.308,0.026,0.198,0.04,0.743,HOMEIMPROVEMENT,RENT,N,15842
30,65000,2.0,25000,10.38,0.38,8,-0.008,-0.088,0.015,0.371,0.056,0.171,-0.005,0.722,DEBTCONSOLIDATION,RENT,N,15843
31,65800,15.0,25000,7.51,0.38,9,0.002,-0.036,0.091,0.236,0.034,0.157,0.031,0.723,DEBTCONSOLIDATION,RENT,N,15844
27,200000,7.0,15000,9.88,0.07,9,-0.001,-0.288,0.015,0.081,-0.029,0.022,-0.0,0.011,PERSONAL,MORTGAGE,N,15845
30,200000,5.0,10000,11.36,0.05,9,0.003,-0.171,-0.003,0.014,-0.034,0.003,-0.004,0.018,DEBTCONSOLIDATION,RENT,N,15846
28,200000,4.0,25000,15.33,0.13,7,0.012,-0.435,-0.019,0.233,0.19,-0.015,-0.003,0.172,VENTURE,RENT,Y,15847
27,200000,6.0,10000,7.51,0.05,10,0.004,-0.133,-0.005,0.01,-0.069,-0.005,-0.009,0.003,EDUCATION,MORTGAGE,N,15848
32,188000,14.0,25000,10.62,0.13,5,0.028,-0.264,0.081,0.312,0.069,-0.006,-0.007,0.424,DEBTCONSOLIDATION,RENT,N,15849
29,66000,4.0,25000,11.48,0.38,10,0.029,0.006,0.027,0.234,0.009,0.18,-0.009,0.686,EDUCATION,RENT,N,15850
29,200000,7.0,14400,11.14,0.07,7,0.0,-0.264,0.007,0.059,-0.025,0.021,0.001,0.009,PERSONAL,MORTGAGE,N,15851
30,200000,0.0,24250,11.48,0.12,8,0.005,-0.393,0.006,0.212,-0.0,-0.007,-0.006,0.026,MEDICAL,MORTGAGE,N,15852
30,200000,4.0,6000,11.83,0.03,5,0.006,-0.15,-0.006,-0.038,-0.02,0.02,-0.002,0.019,MEDICAL,MORTGAGE,N,15853
29,188000,0.0,25000,12.18,0.13,5,0.012,-0.369,0.012,0.251,0.006,-0.013,-0.004,0.106,HOMEIMPROVEMENT,RENT,N,15854
27,200000,6.0,5000,7.74,0.03,7,0.002,-0.115,-0.007,-0.022,-0.08,0.012,0.001,0.001,EDUCATION,MORTGAGE,N,15855
30,200000,0.0,10000,8.59,0.05,7,-0.002,-0.148,0.001,0.017,-0.066,-0.0,0.004,0.016,HOMEIMPROVEMENT,MORTGAGE,N,15856
28,200000,1.0,24250,12.53,0.12,5,0.007,-0.391,-0.001,0.213,0.009,-0.013,-0.004,0.03,MEDICAL,RENT,N,15857
30,200000,5.0,20000,11.48,0.1,7,0.005,-0.354,-0.001,0.152,-0.001,-0.0,-0.003,0.006,PERSONAL,MORTGAGE,N,15858
30,69000,6.0,25000,14.09,0.36,5,0.006,0.078,-0.054,0.239,0.274,0.092,0.003,0.848,EDUCATION,RENT,Y,15859
32,69996,4.0,25000,15.95,0.36,10,-0.004,-0.1,0.007,0.356,0.296,0.105,-0.02,0.849,VENTURE,RENT,Y,15860
27,70000,11.0,25000,11.71,0.36,7,0.002,-0.187,-0.07,0.258,-0.002,-0.039,-0.005,0.168,PERSONAL,RENT,N,15861
33,14400,0.0,2000,14.79,0.14,8,-0.057,0.157,0.059,-0.13,0.157,-0.223,-0.023,0.15,VENTURE,OWN,N,15862
32,64000,11.0,25000,15.2,0.39,5,0.002,0.098,0.011,0.191,0.308,0.06,-0.0,0.879,DEBTCONSOLIDATION,RENT,N,15863
29,70000,3.0,25000,14.83,0.36,6,0.0,-0.137,0.012,0.364,0.271,0.113,-0.018,0.815,PERSONAL,RENT,N,15864
30,72000,5.0,25000,16.32,0.35,5,0.029,-0.132,-0.03,0.272,0.294,0.021,0.004,0.669,VENTURE,RENT,Y,15865
27,72000,9.0,25000,10.75,0.35,8,-0.01,-0.167,-0.036,0.221,0.012,0.022,-0.008,0.245,EDUCATION,RENT,N,15866
31,57800,2.0,25000,17.19,0.37,8,0.002,0.029,0.027,0.239,0.394,0.066,-0.006,0.96,MEDICAL,RENT,N,15867
32,74400,16.0,25000,10.38,0.34,8,0.016,0.091,-0.036,0.294,0.094,0.114,-0.005,0.779,MEDICAL,RENT,N,15868
29,68872,2.0,25000,15.95,0.36,10,0.012,-0.057,0.038,0.207,0.346,0.075,-0.012,0.819,PERSONAL,RENT,Y,15869
30,75000,9.0,25000,15.2,0.33,5,-0.012,-0.194,0.018,0.233,0.261,0.048,0.012,0.576,PERSONAL,RENT,N,15870
34,75000,9.0,25000,10.38,0.33,8,-0.024,-0.098,0.023,0.259,0.103,0.137,0.023,0.634,DEBTCONSOLIDATION,RENT,N,15871
29,192000,6.0,15000,14.27,0.08,6,0.002,-0.322,0.008,0.07,0.026,0.029,0.003,0.026,VENTURE,MORTGAGE,Y,15872
35,192000,11.0,10000,11.99,0.05,9,0.002,-0.163,0.0,0.016,-0.019,0.009,-0.007,0.048,HOMEIMPROVEMENT,MORTGAGE,N,15873
29,190000,5.0,4000,6.62,0.02,5,0.008,-0.117,-0.006,-0.031,-0.073,0.009,0.002,0.001,PERSONAL,MORTGAGE,N,15874
31,190000,8.0,15000,6.03,0.08,8,-0.001,-0.218,0.013,0.069,-0.097,0.026,0.005,0.007,EDUCATION,OWN,N,15875
31,190000,4.0,9000,6.03,0.05,7,0.003,-0.11,-0.002,0.018,-0.112,-0.004,0.002,0.004,DEBTCONSOLIDATION,MORTGAGE,N,15876
28,190000,1.0,35000,17.49,0.18,6,0.008,-0.443,-0.034,0.198,0.296,-0.075,-0.008,0.152,HOMEIMPROVEMENT,MORTGAGE,N,15877
35,14400,2.0,5550,10.37,0.39,8,-0.004,0.5,0.0,-0.029,-0.01,0.341,-0.011,0.997,DEBTCONSOLIDATION,OWN,N,15878
27,69000,5.0,25000,13.75,0.36,6,0.004,0.088,-0.022,0.248,0.19,0.16,-0.003,0.875,VENTURE,RENT,Y,15879
30,75600,0.0,25000,9.99,0.33,8,0.006,-0.139,0.044,0.23,-0.021,0.135,0.063,0.528,PERSONAL,RENT,N,15880
30,77000,7.0,25000,10.75,0.32,8,-0.003,-0.061,0.007,0.25,0.031,0.089,-0.008,0.515,PERSONAL,RENT,N,15881
29,190000,1.0,7000,9.88,0.04,9,0.002,-0.149,0.003,-0.014,-0.052,0.016,-0.002,0.013,HOMEIMPROVEMENT,RENT,N,15882
27,190000,11.0,23000,11.83,0.12,8,0.008,-0.365,0.013,0.155,-0.001,-0.001,-0.005,0.016,MEDICAL,OWN,N,15883
34,178000,4.0,12000,15.65,0.07,5,0.084,-0.233,-0.029,0.09,0.289,0.059,0.025,0.495,DEBTCONSOLIDATION,MORTGAGE,Y,15884
30,190000,3.0,15000,11.48,0.08,8,0.003,-0.254,-0.02,0.069,-0.016,0.018,0.0,0.011,DEBTCONSOLIDATION,RENT,N,15885
33,190000,10.0,20000,14.11,0.11,10,0.012,-0.349,0.003,0.139,0.22,-0.005,0.009,0.239,HOMEIMPROVEMENT,MORTGAGE,N,15886
32,190000,8.0,15000,9.63,0.08,7,-0.002,-0.306,0.014,0.099,-0.019,0.032,0.001,0.03,EDUCATION,RENT,N,15887
32,189996,4.0,8400,9.32,0.04,8,0.0,-0.152,0.008,0.041,-0.053,0.048,-0.007,0.094,PERSONAL,RENT,N,15888
33,189000,5.0,20000,6.17,0.11,7,-0.007,-0.188,-0.0,0.104,-0.103,-0.012,0.0,0.004,DEBTCONSOLIDATION,MORTGAGE,N,15889
31,78000,10.0,25000,10.75,0.32,8,0.027,0.007,0.002,0.264,0.043,0.097,-0.001,0.648,MEDICAL,RENT,N,15890
27,72000,3.0,25000,15.95,0.35,6,-0.014,-0.179,-0.015,0.217,0.2,0.042,-0.019,0.442,DEBTCONSOLIDATION,RENT,Y,15891
33,186996,0.0,25000,14.46,0.13,8,-0.014,-0.351,0.052,0.21,0.334,-0.006,-0.005,0.428,EDUCATION,MORTGAGE,Y,15892
29,148410,5.0,11200,16.89,0.06,9,0.028,-0.088,-0.037,0.022,0.437,0.107,-0.02,0.66,MEDICAL,MORTGAGE,Y,15893
28,186480,12.0,10000,14.22,0.05,9,0.002,-0.261,0.001,0.025,0.069,0.01,0.004,0.06,MEDICAL,MORTGAGE,Y,15894
29,186063,14.0,25000,10.46,0.13,6,0.006,-0.393,0.046,0.244,-0.002,0.006,-0.011,0.105,EDUCATION,MORTGAGE,N,15895
27,186000,0.0,3700,10.99,0.02,5,-0.002,-0.135,0.014,-0.024,-0.045,-0.005,-0.001,0.012,HOMEIMPROVEMENT,MORTGAGE,N,15896
28,186000,3.0,2500,7.4,0.01,9,0.008,-0.133,-0.006,-0.006,-0.057,-0.015,0.002,0.003,VENTURE,OTHER,N,15897
30,185000,8.0,15000,10.99,0.08,7,-0.002,-0.302,0.017,0.087,-0.025,0.028,0.002,0.015,VENTURE,MORTGAGE,N,15898
29,173000,7.0,28000,17.49,0.16,10,0.007,-0.18,-0.001,0.244,0.428,-0.012,0.02,0.716,DEBTCONSOLIDATION,MORTGAGE,Y,15899
35,80000,19.0,25000,14.09,0.31,10,0.048,-0.225,-0.015,0.304,0.205,0.097,0.026,0.65,VENTURE,RENT,Y,15900
33,80000,0.0,25000,11.86,0.31,8,0.032,-0.196,0.072,0.289,0.055,0.224,0.019,0.705,MEDICAL,RENT,N,15901
27,183000,12.0,15000,19.03,0.08,6,-0.016,-0.371,-0.05,0.082,0.244,0.022,-0.008,0.113,EDUCATION,RENT,Y,15902
32,80000,1.0,25000,12.87,0.31,9,0.003,-0.231,0.069,0.232,0.057,0.266,0.024,0.63,MEDICAL,RENT,N,15903
30,14400,2.0,1000,10.62,0.07,10,0.066,0.301,-0.005,-0.083,-0.041,-0.145,-0.037,0.266,VENTURE,OWN,N,15904
30,14400,0.0,9250,14.96,0.64,10,0.004,0.333,0.039,0.026,0.19,0.213,-0.015,0.999,HOMEIMPROVEMENT,OWN,N,15905
29,180396,8.0,18000,12.69,0.1,9,-0.002,-0.295,0.009,0.095,0.007,-0.007,-0.001,0.016,PERSONAL,MORTGAGE,N,15906
29,180000,2.0,31000,19.42,0.17,8,0.0,-0.442,0.013,0.221,0.291,-0.08,-0.03,0.183,PERSONAL,MORTGAGE,Y,15907
30,180000,2.0,12500,6.03,0.07,6,-0.001,-0.167,0.0,0.041,-0.09,0.008,0.004,0.005,DEBTCONSOLIDATION,MORTGAGE,N,15908
27,180000,2.0,15000,12.42,0.08,10,0.005,-0.23,-0.004,0.058,0.003,-0.001,-0.01,0.031,MEDICAL,RENT,N,15909
31,180000,5.0,9000,14.27,0.05,6,0.006,-0.235,-0.003,0.047,0.053,0.028,0.005,0.11,VENTURE,MORTGAGE,Y,15910
32,180000,12.0,10000,7.9,0.06,10,-0.004,-0.145,-0.005,0.009,-0.052,0.0,-0.008,0.005,PERSONAL,MORTGAGE,N,15911
31,180000,15.0,10000,11.71,0.06,7,0.01,-0.205,0.02,0.017,-0.01,0.009,-0.0,0.05,EDUCATION,OWN,N,15912
30,14400,0.0,5000,14.96,0.35,9,0.01,0.326,0.05,-0.001,0.196,0.211,-0.001,0.999,MEDICAL,OWN,N,15913
28,84000,7.0,25000,15.95,0.3,7,-0.003,-0.117,-0.052,0.278,0.279,-0.2,-0.013,0.381,PERSONAL,RENT,Y,15914
31,85000,5.0,25000,10.75,0.29,7,0.003,-0.175,-0.015,0.202,-0.037,-0.161,-0.004,0.023,VENTURE,RENT,N,15915
34,180000,9.0,12900,12.99,0.07,7,0.007,-0.22,-0.015,0.044,0.01,0.022,-0.002,0.056,EDUCATION,MORTGAGE,Y,15916
33,180000,17.0,13000,7.29,0.07,7,-0.01,-0.187,0.016,0.031,-0.074,0.005,0.012,0.003,DEBTCONSOLIDATION,MORTGAGE,N,15917
29,180000,9.0,15000,5.79,0.08,6,0.0,-0.236,0.008,0.069,-0.085,0.03,0.009,0.004,PERSONAL,MORTGAGE,N,15918
30,180000,11.0,28000,14.91,0.16,5,-0.014,-0.387,-0.011,0.187,0.231,-0.03,-0.003,0.183,VENTURE,MORTGAGE,Y,15919
27,180000,4.0,8000,10.37,0.04,5,0.002,-0.153,-0.007,-0.016,-0.035,0.014,-0.001,0.014,PERSONAL,RENT,N,15920
35,180000,6.0,8500,6.92,0.05,8,0.003,-0.113,-0.004,0.008,-0.091,-0.01,-0.0,0.003,DEBTCONSOLIDATION,MORTGAGE,N,15921
28,180000,4.0,9000,13.8,0.05,10,0.005,-0.188,-0.005,0.028,0.018,-0.009,-0.016,0.044,VENTURE,RENT,N,15922
31,85000,0.0,25000,11.89,0.29,6,0.004,-0.197,0.026,0.24,-0.009,-0.207,-0.008,0.058,PERSONAL,RENT,N,15923
30,85000,3.0,25000,12.21,0.29,6,0.0,-0.22,-0.011,0.226,0.012,-0.184,-0.005,0.029,HOMEIMPROVEMENT,RENT,N,15924
28,15000,2.0,4375,12.42,0.29,9,0.018,0.635,0.002,-0.025,-0.007,0.166,-0.001,0.998,PERSONAL,OWN,N,15925
30,180000,14.0,20000,11.48,0.11,8,0.001,-0.377,0.029,0.149,0.004,0.002,-0.004,0.015,DEBTCONSOLIDATION,MORTGAGE,N,15926
33,180000,0.0,7000,7.74,0.04,6,-0.001,-0.129,0.016,-0.008,-0.078,0.001,-0.002,0.011,MEDICAL,RENT,N,15927
30,168000,8.0,10000,8.94,0.06,5,0.018,-0.101,0.036,0.038,0.012,0.052,0.015,0.28,EDUCATION,MORTGAGE,N,15928
28,168000,0.0,15000,17.26,0.09,9,0.022,-0.211,0.054,0.058,0.48,0.036,-0.008,0.641,DEBTCONSOLIDATION,RENT,Y,15929
